resourceName,expectedSize,actualSize,expectedFormat,actualFormat,alphaPass,checkerboardBaked,dynamicTextBaked,yizaiPass,stateSetConsistent,physicsSafePass,canAutoFix,fixAction,finalStatus,notes
btn_share_disabled,300x100,2172x724,PNG,PNG,NO,YES,N/A,N/A,N/A,N/A,YES,从边缘和内部棋盘格生成 alpha，背景占比 62.8%；等比居中到 300x100,AUTO_FIXED,分享成绩按钮 disabled
btn_home_normal,260x86,2180x721,PNG,PNG,NO,NO,N/A,N/A,N/A,N/A,YES,从边缘背景生成 alpha，背景占比 50.0%；等比居中到 260x86,AUTO_FIXED,返回大厅按钮 normal
btn_home_pressed,260x86,2180x721,PNG,PNG,NO,NO,N/A,N/A,N/A,N/A,YES,从边缘背景生成 alpha，背景占比 49.8%；等比居中到 260x86,AUTO_FIXED,返回大厅按钮 pressed
btn_close_normal,96x96,1254x1254,PNG,PNG,NO,NO,N/A,N/A,N/A,N/A,YES,从边缘背景生成 alpha，背景占比 53.5%；等比居中到 96x96,AUTO_FIXED,弹窗关闭按钮 normal
btn_close_pressed,96x96,1254x1254,PNG,PNG,NO,NO,N/A,N/A,N/A,N/A,YES,从边缘背景生成 alpha，背景占比 59.4%；等比居中到 96x96,AUTO_FIXED,弹窗关闭按钮 pressed
fx_merge_spark_001,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,普通合成特效；序列帧 1/12，fps 12
fx_merge_spark_002,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,普通合成特效；序列帧 2/12，fps 12
fx_merge_spark_003,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,普通合成特效；序列帧 3/12，fps 12
fx_merge_spark_004,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,普通合成特效；序列帧 4/12，fps 12
fx_merge_spark_005,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,普通合成特效；序列帧 5/12，fps 12
fx_merge_spark_006,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,普通合成特效；序列帧 6/12，fps 12
fx_merge_spark_007,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,普通合成特效；序列帧 7/12，fps 12
fx_merge_spark_008,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,普通合成特效；序列帧 8/12，fps 12
fx_merge_spark_009,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,普通合成特效；序列帧 9/12，fps 12
fx_merge_spark_010,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,普通合成特效；序列帧 10/12，fps 12
fx_merge_spark_011,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,普通合成特效；序列帧 11/12，fps 12
fx_merge_spark_012,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,普通合成特效；序列帧 12/12，fps 12
fx_big_merge_001,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,高等级合成特效；序列帧 1/16，fps 12
fx_big_merge_002,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,高等级合成特效；序列帧 2/16，fps 12
fx_big_merge_003,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,高等级合成特效；序列帧 3/16，fps 12
fx_big_merge_004,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,高等级合成特效；序列帧 4/16，fps 12
fx_big_merge_005,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,高等级合成特效；序列帧 5/16，fps 12
fx_big_merge_006,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,高等级合成特效；序列帧 6/16，fps 12
fx_big_merge_007,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,高等级合成特效；序列帧 7/16，fps 12
fx_big_merge_008,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,高等级合成特效；序列帧 8/16，fps 12
fx_big_merge_009,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,高等级合成特效；序列帧 9/16，fps 12
fx_big_merge_010,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,高等级合成特效；序列帧 10/16，fps 12
fx_big_merge_011,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,高等级合成特效；序列帧 11/16，fps 12
fx_big_merge_012,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,高等级合成特效；序列帧 12/16，fps 12
fx_big_merge_013,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,高等级合成特效；序列帧 13/16，fps 12
fx_big_merge_014,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,高等级合成特效；序列帧 14/16，fps 12
fx_big_merge_015,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,高等级合成特效；序列帧 15/16，fps 12
fx_big_merge_016,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,高等级合成特效；序列帧 16/16，fps 12
fx_yizai_success_001,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 1/24，fps 12
fx_yizai_success_002,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 2/24，fps 12
fx_yizai_success_003,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 3/24，fps 12
fx_yizai_success_004,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 4/24，fps 12
fx_yizai_success_005,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 5/24，fps 12
fx_yizai_success_006,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 6/24，fps 12
fx_yizai_success_007,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 7/24，fps 12
fx_yizai_success_008,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 8/24，fps 12
fx_yizai_success_009,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 9/24，fps 12
fx_yizai_success_010,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 10/24，fps 12
fx_yizai_success_011,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 11/24，fps 12
fx_yizai_success_012,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 12/24，fps 12
fx_yizai_success_013,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 13/24，fps 12
fx_yizai_success_014,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 14/24，fps 12
fx_yizai_success_015,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 15/24，fps 12
fx_yizai_success_016,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 16/24，fps 12
fx_yizai_success_017,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 17/24，fps 12
fx_yizai_success_018,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 18/24，fps 12
fx_yizai_success_019,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 19/24，fps 12
fx_yizai_success_020,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 20/24，fps 12
fx_yizai_success_021,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 21/24，fps 12
fx_yizai_success_022,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 22/24，fps 12
fx_yizai_success_023,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 23/24，fps 12
fx_yizai_success_024,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,合出亿仔特效，不能遮住 MAEE；序列帧 24/24，fps 12
fx_coin_fly_001,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,获得亿仔币动效；序列帧 1/16，fps 24
fx_coin_fly_002,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,获得亿仔币动效；序列帧 2/16，fps 24
fx_coin_fly_003,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,获得亿仔币动效；序列帧 3/16，fps 24
fx_coin_fly_004,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,获得亿仔币动效；序列帧 4/16，fps 24
fx_coin_fly_005,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,获得亿仔币动效；序列帧 5/16，fps 24
fx_coin_fly_006,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,获得亿仔币动效；序列帧 6/16，fps 24
fx_coin_fly_007,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,获得亿仔币动效；序列帧 7/16，fps 24
fx_coin_fly_008,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,获得亿仔币动效；序列帧 8/16，fps 24
fx_coin_fly_009,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,获得亿仔币动效；序列帧 9/16，fps 24
fx_coin_fly_010,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,获得亿仔币动效；序列帧 10/16，fps 24
fx_coin_fly_011,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,获得亿仔币动效；序列帧 11/16，fps 24
fx_coin_fly_012,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,获得亿仔币动效；序列帧 12/16，fps 24
fx_coin_fly_013,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,获得亿仔币动效；序列帧 13/16，fps 24
fx_coin_fly_014,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,获得亿仔币动效；序列帧 14/16，fps 24
fx_coin_fly_015,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,获得亿仔币动效；序列帧 15/16，fps 24
fx_coin_fly_016,1024x1024,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,获得亿仔币动效；序列帧 16/16，fps 24
fx_button_tap_001,512x512,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,按钮点击反馈；序列帧 1/8，fps 24
fx_button_tap_002,512x512,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,按钮点击反馈；序列帧 2/8，fps 24
fx_button_tap_003,512x512,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,按钮点击反馈；序列帧 3/8，fps 24
fx_button_tap_004,512x512,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,按钮点击反馈；序列帧 4/8，fps 24
fx_button_tap_005,512x512,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,按钮点击反馈；序列帧 5/8，fps 24
fx_button_tap_006,512x512,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,按钮点击反馈；序列帧 6/8，fps 24
fx_button_tap_007,512x512,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,按钮点击反馈；序列帧 7/8，fps 24
fx_button_tap_008,512x512,MISSING,PNG,MISSING,N/A,N/A,N/A,N/A,N/A,N/A,NO,,MISSING,按钮点击反馈；序列帧 8/8，fps 24
share_card_bg,1200x960,1200x960,JPG,PNG,N/A,NO,NO,PASS,N/A,N/A,YES,按目标比例裁切/缩放并输出 JPG,AUTO_FIXED,微信分享图背景，留分数/最高合成/亿仔头像区域
app_icon,1024x1024,1024x1024,PNG,PNG,NO,NO,N/A,PASS,N/A,N/A,YES,从边缘背景生成 alpha，背景占比 3.6%；等比居中到 1024x1024,AUTO_FIXED,小游戏图标，小尺寸下 MAEE 尽量清晰
store_cover,1280x720,1280x720,JPG,PNG,N/A,NO,NO,PASS,N/A,N/A,YES,按目标比例裁切/缩放并输出 JPG,AUTO_FIXED,微信后台/宣传封面，亿仔必须符合参考图
loading_bg,750x1334,750x1334,JPG,PNG,N/A,NO,NO,N/A,N/A,N/A,YES,按目标比例裁切/缩放并输出 JPG,AUTO_FIXED,加载页背景，留进度条位置，不带动态数字
loading_bar_bg,520x50,520x50,PNG,PNG,YES,NO,NO,N/A,N/A,N/A,YES,已有真实 alpha；等比居中到 520x50,PASS,进度条底板，不带数字
loading_bar_fill,520x50,520x50,PNG,PNG,YES,NO,NO,N/A,N/A,N/A,YES,已有真实 alpha；等比居中到 520x50,PASS,进度条填充，可横向裁切，不带百分比
